pair_ID	relatedness_score	entailment_judgment
1696	NEUTRAL	3.494473
1698	NEUTRAL	3.9837403
1699	NEUTRAL	3.9241428
1701	NEUTRAL	1.4595408
1704	ENTAILMENT	4.1629066
1709	NEUTRAL	2.1788416
1710	NEUTRAL	1.854785
1713	NEUTRAL	4.122575
1717	ENTAILMENT	4.172714
1718	NEUTRAL	4.205618
1720	CONTRADICTION	3.9111528
1722	ENTAILMENT	4.029205
1725	NEUTRAL	3.9785051
1726	NEUTRAL	3.2048836
1727	NEUTRAL	3.8935828
1728	ENTAILMENT	2.7009072
1730	NEUTRAL	2.5910573
1731	ENTAILMENT	3.1744204
1732	CONTRADICTION	2.647821
1734	ENTAILMENT	3.8894615
1735	NEUTRAL	4.151181
1737	ENTAILMENT	4.325646
1738	NEUTRAL	1.0364255
1739	NEUTRAL	1.1069355
1740	ENTAILMENT	0.9890387
1742	ENTAILMENT	0.81703365
1743	NEUTRAL	4.1015105
1744	NEUTRAL	4.033463
1745	NEUTRAL	3.764525
1746	NEUTRAL	4.0288444
1748	NEUTRAL	4.128722
1749	NEUTRAL	4.1208344
1750	NEUTRAL	4.099961
1752	NEUTRAL	3.4896283
1758	CONTRADICTION	4.007233
1760	CONTRADICTION	4.226845
1761	ENTAILMENT	4.291202
1762	NEUTRAL	4.0159793
1763	NEUTRAL	4.274096
1764	NEUTRAL	4.240154
1767	ENTAILMENT	4.0255647
1768	ENTAILMENT	4.3517966
1769	NEUTRAL	3.963626
1770	NEUTRAL	4.34425
1774	ENTAILMENT	3.694199
1775	NEUTRAL	4.328929
1778	NEUTRAL	3.9934063
1779	CONTRADICTION	4.008356
1785	NEUTRAL	4.0447035
1786	NEUTRAL	4.0232472
1788	NEUTRAL	4.0569725
1790	CONTRADICTION	3.9066763
1793	CONTRADICTION	4.0537353
1794	NEUTRAL	3.727851
1795	NEUTRAL	4.062464
1796	CONTRADICTION	3.8783436
1797	NEUTRAL	2.9115605
1799	NEUTRAL	3.4699845
1800	NEUTRAL	3.780531
1801	ENTAILMENT	3.515347
1802	NEUTRAL	4.2539043
1803	NEUTRAL	3.4460213
1804	ENTAILMENT	4.065125
1805	CONTRADICTION	3.9249916
1806	NEUTRAL	3.9191685
1810	ENTAILMENT	2.9242532
1813	NEUTRAL	3.8965874
1816	NEUTRAL	3.790008
1817	CONTRADICTION	3.8765292
1819	NEUTRAL	3.5119386
1821	NEUTRAL	3.761578
1824	NEUTRAL	3.5686848
1826	ENTAILMENT	3.8854985
1827	NEUTRAL	4.012886
1828	NEUTRAL	3.6265283
1831	NEUTRAL	4.07707
1833	ENTAILMENT	3.8442254
1834	NEUTRAL	0.93973446
1835	NEUTRAL	3.7643547
1836	NEUTRAL	2.0933423
1837	ENTAILMENT	0.679055
1838	NEUTRAL	2.4426825
1843	CONTRADICTION	3.8769245
1845	CONTRADICTION	3.2207627
1848	NEUTRAL	4.1277776
1850	NEUTRAL	3.758319
1855	NEUTRAL	3.2288003
1856	NEUTRAL	2.936667
1857	ENTAILMENT	3.8590508
1858	NEUTRAL	3.5606012
1859	NEUTRAL	4.106112
1860	NEUTRAL	3.7177076
1862	NEUTRAL	4.0795784
1863	CONTRADICTION	3.872066
1864	NEUTRAL	3.7982788
1865	CONTRADICTION	3.22301
1867	NEUTRAL	3.8623986
1868	NEUTRAL	3.136464
1870	NEUTRAL	2.977172
1871	NEUTRAL	3.2527738
1872	ENTAILMENT	3.251432
1875	NEUTRAL	3.8060927
1880	NEUTRAL	4.021164
1883	NEUTRAL	2.0792487
1885	NEUTRAL	4.1326056
1889	NEUTRAL	3.264234
1890	NEUTRAL	4.111814
1891	NEUTRAL	3.5191636
1893	NEUTRAL	4.192435
1895	CONTRADICTION	4.2063236
1896	NEUTRAL	4.2325387
1899	NEUTRAL	4.0009866
1901	NEUTRAL	4.1458507
1902	NEUTRAL	3.80797
1903	NEUTRAL	3.8192558
1905	NEUTRAL	3.0948186
1906	NEUTRAL	3.52003
1911	NEUTRAL	2.4526343
1913	CONTRADICTION	3.9681292
1914	ENTAILMENT	3.573389
1915	NEUTRAL	2.0205693
1916	NEUTRAL	0.6868486
1917	ENTAILMENT	2.9384246
1920	NEUTRAL	3.5464458
1922	NEUTRAL	4.204663
1923	CONTRADICTION	3.6634836
1924	NEUTRAL	2.843782
1925	NEUTRAL	4.039267
1926	CONTRADICTION	3.980906
1928	NEUTRAL	1.9508811
1929	NEUTRAL	2.0714831
1930	NEUTRAL	2.6908379
1931	NEUTRAL	1.7279885
1932	NEUTRAL	1.4178021
1933	NEUTRAL	0.6916918
1937	ENTAILMENT	4.008696
1938	ENTAILMENT	3.8006554
1941	NEUTRAL	0.97662187
1945	NEUTRAL	3.8865328
1947	CONTRADICTION	3.935124
1950	NEUTRAL	3.8344593
1951	NEUTRAL	3.7987185
1953	ENTAILMENT	4.2390537
1956	NEUTRAL	3.9665027
1957	NEUTRAL	3.5133705
1958	NEUTRAL	1.4916868
1959	NEUTRAL	1.7953198
1960	NEUTRAL	1.4933114
1962	ENTAILMENT	0.9286053
1965	CONTRADICTION	4.215581
1966	NEUTRAL	2.7194464
1968	NEUTRAL	3.8711753
1971	NEUTRAL	3.7862782
1973	ENTAILMENT	4.165177
1976	ENTAILMENT	4.1498623
1977	ENTAILMENT	4.103504
1979	ENTAILMENT	2.9786344
1980	NEUTRAL	4.0648246
1982	ENTAILMENT	0.77001715
1983	NEUTRAL	0.73028326
1985	CONTRADICTION	1.0447692
1986	NEUTRAL	1.8680296
1990	NEUTRAL	3.7704535
1995	ENTAILMENT	4.1497746
1997	NEUTRAL	4.2207675
1998	NEUTRAL	4.1836576
2002	NEUTRAL	3.6720104
2003	ENTAILMENT	3.9565644
2010	NEUTRAL	3.6902556
2013	NEUTRAL	3.4031227
2017	NEUTRAL	4.1031127
2021	NEUTRAL	2.432354
2022	NEUTRAL	2.4184225
2026	NEUTRAL	2.969338
2028	CONTRADICTION	3.8990664
2031	ENTAILMENT	4.254077
2032	ENTAILMENT	3.9404373
2033	NEUTRAL	3.4978478
2034	ENTAILMENT	4.2643666
2036	NEUTRAL	4.208424
2039	ENTAILMENT	3.9662013
2042	NEUTRAL	4.176146
2043	ENTAILMENT	4.2727356
2044	CONTRADICTION	4.272035
2046	NEUTRAL	3.2930646
2048	NEUTRAL	3.0537577
2050	NEUTRAL	3.1424708
2053	NEUTRAL	3.9604964
2054	NEUTRAL	3.674479
2057	CONTRADICTION	3.9372778
2060	NEUTRAL	3.9867558
2062	NEUTRAL	3.5188024
2063	NEUTRAL	3.9445558
2065	CONTRADICTION	3.87853
2069	NEUTRAL	4.1159782
2071	NEUTRAL	3.2376819
2074	NEUTRAL	3.269041
2077	NEUTRAL	3.4514503
2083	NEUTRAL	3.255621
2085	ENTAILMENT	2.9393039
2093	ENTAILMENT	3.6304264
2095	CONTRADICTION	3.9403133
2099	NEUTRAL	3.4602618
2101	NEUTRAL	4.209442
2106	NEUTRAL	3.0862784
2108	ENTAILMENT	3.1571789
2110	NEUTRAL	1.4664934
2111	CONTRADICTION	1.782658
2114	CONTRADICTION	3.9499183
2116	NEUTRAL	3.8429055
2120	CONTRADICTION	3.994236
2126	NEUTRAL	3.8240452
2127	NEUTRAL	4.0291247
2128	CONTRADICTION	4.137377
2129	CONTRADICTION	4.1041737
2131	NEUTRAL	4.0315146
2133	ENTAILMENT	4.09739
2134	NEUTRAL	3.463315
2135	NEUTRAL	3.8098822
2137	CONTRADICTION	3.903543
2138	NEUTRAL	3.9665766
2140	CONTRADICTION	4.064269
2142	NEUTRAL	3.8901386
2143	NEUTRAL	3.956593
2147	NEUTRAL	3.9114442
2149	NEUTRAL	3.8314981
2151	NEUTRAL	4.089494
2152	ENTAILMENT	3.8024468
2154	NEUTRAL	3.696756
2155	NEUTRAL	3.620078
2156	NEUTRAL	3.591999
2158	NEUTRAL	3.9819398
2159	NEUTRAL	3.7868419
2160	NEUTRAL	3.9118829
2161	NEUTRAL	4.1634817
2168	ENTAILMENT	3.867948
2169	NEUTRAL	4.025928
2173	NEUTRAL	3.8121572
2174	ENTAILMENT	3.9886994
2177	NEUTRAL	3.9072566
2178	ENTAILMENT	3.9317493
2182	ENTAILMENT	4.122632
2185	CONTRADICTION	4.187405
2186	ENTAILMENT	3.7437687
2187	CONTRADICTION	3.975255
2189	ENTAILMENT	3.899013
2190	ENTAILMENT	3.7299676
2191	ENTAILMENT	3.827887
2193	NEUTRAL	3.590241
2194	NEUTRAL	3.4951248
2197	NEUTRAL	3.7546391
2200	NEUTRAL	3.7412415
2201	NEUTRAL	3.7280536
2204	NEUTRAL	3.7452354
2206	NEUTRAL	3.9981856
2209	NEUTRAL	3.971261
2211	NEUTRAL	3.9406605
2214	NEUTRAL	3.866796
2216	ENTAILMENT	4.1821713
2219	CONTRADICTION	4.1489015
2220	NEUTRAL	2.9611597
2223	NEUTRAL	3.8703222
2224	ENTAILMENT	3.5532813
2225	NEUTRAL	3.0939066
2227	NEUTRAL	3.923953
2230	NEUTRAL	3.9462714
2237	CONTRADICTION	3.903573
2241	NEUTRAL	3.9167943
2244	NEUTRAL	3.9149604
2245	NEUTRAL	3.9177814
2246	NEUTRAL	3.97758
2248	CONTRADICTION	3.97091
2249	CONTRADICTION	3.9248753
2254	NEUTRAL	3.9857054
2255	NEUTRAL	4.2279077
2256	NEUTRAL	3.0813951
2257	NEUTRAL	4.2680306
2258	NEUTRAL	4.1703906
2262	NEUTRAL	4.2888184
2265	CONTRADICTION	3.9527817
2267	CONTRADICTION	3.9989786
2268	NEUTRAL	3.872623
2269	CONTRADICTION	3.6820517
2270	NEUTRAL	3.985385
2271	CONTRADICTION	3.7981749
2273	ENTAILMENT	3.871982
2276	NEUTRAL	4.0697727
2278	ENTAILMENT	4.029627
2279	CONTRADICTION	3.1749575
2280	NEUTRAL	3.71345
2283	NEUTRAL	4.0572734
2285	NEUTRAL	3.9543867
2290	ENTAILMENT	4.119648
2292	CONTRADICTION	4.1236987
2293	ENTAILMENT	4.2557755
2294	NEUTRAL	3.6693115
2295	ENTAILMENT	4.21523
2296	NEUTRAL	3.8044438
2298	NEUTRAL	4.2543325
2300	NEUTRAL	4.174993
2301	NEUTRAL	3.448502
2306	NEUTRAL	4.237535
2312	NEUTRAL	4.177441
2313	NEUTRAL	4.136351
2320	NEUTRAL	3.567534
2321	NEUTRAL	3.0338295
2323	ENTAILMENT	4.122129
2324	ENTAILMENT	3.2259903
2325	ENTAILMENT	4.1520996
2326	NEUTRAL	4.0929155
2328	ENTAILMENT	4.1712203
2331	ENTAILMENT	4.088257
2335	ENTAILMENT	3.899969
2336	NEUTRAL	4.0233335
2337	NEUTRAL	3.9514532
2342	NEUTRAL	3.1382933
2343	ENTAILMENT	3.8412566
2345	ENTAILMENT	2.764278
2346	NEUTRAL	4.0095196
2347	NEUTRAL	3.9655476
2349	CONTRADICTION	3.7429438
2353	NEUTRAL	2.905313
2354	NEUTRAL	3.994659
2355	NEUTRAL	3.7773538
2356	NEUTRAL	3.8280168
2357	NEUTRAL	4.173014
2361	NEUTRAL	4.1084466
2367	NEUTRAL	3.9816508
2370	ENTAILMENT	4.2981324
2371	NEUTRAL	4.176342
2372	NEUTRAL	4.2514396
2373	NEUTRAL	3.1473489
2376	NEUTRAL	4.134936
2378	ENTAILMENT	3.4459743
2379	ENTAILMENT	4.2083163
2380	NEUTRAL	3.9180174
2382	NEUTRAL	4.109342
2384	ENTAILMENT	3.72761
2387	NEUTRAL	4.0275383
2389	ENTAILMENT	3.9493103
2390	CONTRADICTION	4.075337
2393	NEUTRAL	3.401585
2394	NEUTRAL	4.00395
2395	NEUTRAL	3.1937618
2396	ENTAILMENT	4.1138916
2398	CONTRADICTION	4.0612283
2399	ENTAILMENT	3.995027
2403	ENTAILMENT	4.0353503
2406	ENTAILMENT	4.004115
2408	ENTAILMENT	4.027741
2411	NEUTRAL	4.1421294
2412	NEUTRAL	3.4396853
2416	NEUTRAL	4.1487865
2417	NEUTRAL	4.0919175
2418	NEUTRAL	4.18133
2419	NEUTRAL	4.1434774
2420	NEUTRAL	3.9481912
2421	NEUTRAL	3.7713857
2424	NEUTRAL	3.6780295
2425	NEUTRAL	4.0231147
2427	NEUTRAL	3.9976077
2428	NEUTRAL	4.1721845
2432	NEUTRAL	4.159455
2433	NEUTRAL	4.0449543
2434	NEUTRAL	4.2151356
2435	NEUTRAL	4.124189
2437	ENTAILMENT	4.109098
2439	CONTRADICTION	3.983519
2442	NEUTRAL	4.1813126
2443	NEUTRAL	4.0067186
2444	NEUTRAL	4.121365
2446	ENTAILMENT	4.0112286
2448	NEUTRAL	4.1635766
2449	ENTAILMENT	3.8208628
2451	NEUTRAL	3.9118705
2452	ENTAILMENT	3.3871326
2453	NEUTRAL	4.0299487
2454	NEUTRAL	3.7453022
2460	NEUTRAL	3.4458039
2461	NEUTRAL	4.1063623
2462	CONTRADICTION	3.8878813
2463	NEUTRAL	4.0563645
2464	NEUTRAL	3.5796318
2468	ENTAILMENT	3.8243542
2469	ENTAILMENT	4.1356764
2470	NEUTRAL	3.9923759
2471	ENTAILMENT	4.06733
2473	ENTAILMENT	2.6370556
2475	ENTAILMENT	3.248742
2477	NEUTRAL	3.5791225
2478	NEUTRAL	3.9728193
2479	ENTAILMENT	4.293485
2480	NEUTRAL	4.2543454
2481	NEUTRAL	4.2703323
2482	NEUTRAL	4.181265
2483	NEUTRAL	3.242188
2484	NEUTRAL	2.934268
2487	NEUTRAL	3.2373438
2489	NEUTRAL	3.370101
2490	NEUTRAL	4.0388727
2492	NEUTRAL	3.91331
2493	NEUTRAL	2.6435065
2498	ENTAILMENT	4.1832633
2501	NEUTRAL	1.7909575
2502	NEUTRAL	3.894906
2503	NEUTRAL	2.2624993
2504	ENTAILMENT	2.6938715
2507	NEUTRAL	4.1324763
2511	NEUTRAL	4.0538
2512	NEUTRAL	4.009433
2513	NEUTRAL	4.047086
2516	NEUTRAL	4.1438046
2517	NEUTRAL	4.0760612
2519	ENTAILMENT	4.0966644
2520	NEUTRAL	4.0923877
2522	NEUTRAL	3.4070306
2523	NEUTRAL	3.955872
2524	NEUTRAL	3.2431493
2526	NEUTRAL	3.823031
2528	NEUTRAL	3.6002655
2531	NEUTRAL	2.1554298
2532	ENTAILMENT	3.8336115
2533	NEUTRAL	1.735117
2534	ENTAILMENT	3.8576446
2536	ENTAILMENT	3.8613472
2537	ENTAILMENT	4.035909
2541	NEUTRAL	3.5368776
2542	ENTAILMENT	3.5699525
2546	ENTAILMENT	4.2634487
2547	NEUTRAL	3.9522076
2548	ENTAILMENT	4.214683
2550	ENTAILMENT	4.139871
2552	ENTAILMENT	4.176927
2556	NEUTRAL	3.2328372
2558	NEUTRAL	3.76995
2559	NEUTRAL	3.928698
2560	NEUTRAL	3.3055708
2562	NEUTRAL	4.2284093
2563	NEUTRAL	3.9047613
2564	NEUTRAL	4.177843
2565	NEUTRAL	4.1883483
2567	ENTAILMENT	3.9404826
2568	NEUTRAL	3.1379843
2570	ENTAILMENT	3.1638913
2571	NEUTRAL	3.7097702
2573	ENTAILMENT	4.2718544
2575	ENTAILMENT	4.274948
2576	NEUTRAL	4.2914963
2580	CONTRADICTION	3.0376039
2581	NEUTRAL	3.6817732
2584	ENTAILMENT	4.023652
2585	NEUTRAL	3.930458
2586	ENTAILMENT	3.8009963
2587	CONTRADICTION	4.108458
2595	ENTAILMENT	3.9602728
2598	NEUTRAL	4.1312394
2600	NEUTRAL	3.9848514
2603	NEUTRAL	3.8895144
2605	NEUTRAL	3.9985223
2607	NEUTRAL	3.46317
2609	NEUTRAL	3.9694462
2610	ENTAILMENT	3.9352822
2611	NEUTRAL	3.855503
2612	ENTAILMENT	3.974523
2613	NEUTRAL	4.1670365
2614	CONTRADICTION	4.049395
2616	NEUTRAL	3.1257215
2617	NEUTRAL	3.5944588
2618	NEUTRAL	4.0962906
2620	CONTRADICTION	3.8976421
2621	ENTAILMENT	3.7002926
2624	ENTAILMENT	3.9810915
2629	NEUTRAL	4.02717
2631	ENTAILMENT	4.093037
2633	NEUTRAL	3.7786832
2635	NEUTRAL	4.0300336
2639	NEUTRAL	3.8178306
2641	ENTAILMENT	3.8151832
2642	NEUTRAL	3.3479521
2644	ENTAILMENT	3.9237595
2645	NEUTRAL	4.018111
2646	ENTAILMENT	3.331523
2647	NEUTRAL	4.06769
2648	NEUTRAL	1.7216249
2649	CONTRADICTION	3.4984255
2652	ENTAILMENT	3.5402474
2653	ENTAILMENT	3.6893487
2658	NEUTRAL	3.0378845
2659	NEUTRAL	3.7090545
2661	NEUTRAL	2.7826462
2663	NEUTRAL	3.1485896
2665	NEUTRAL	3.7636247
2667	NEUTRAL	4.034777
2669	NEUTRAL	3.454809
2671	NEUTRAL	3.9979062
2674	NEUTRAL	3.9876933
2676	NEUTRAL	3.9205136
2677	NEUTRAL	3.987121
2681	NEUTRAL	3.7472706
2683	NEUTRAL	4.0214686
2685	NEUTRAL	3.8867245
2686	NEUTRAL	3.9937954
2690	NEUTRAL	3.167646
2693	NEUTRAL	3.9545684
2694	NEUTRAL	3.7947226
2695	NEUTRAL	4.0856915
2697	ENTAILMENT	4.2067947
2698	CONTRADICTION	4.1122437
2699	NEUTRAL	4.2415385
2700	NEUTRAL	4.1945543
2706	ENTAILMENT	3.9807081
2717	NEUTRAL	4.0670013
2719	NEUTRAL	3.7528138
2723	CONTRADICTION	3.6311498
2725	NEUTRAL	3.8773756
2727	NEUTRAL	2.099082
2729	NEUTRAL	2.3582377
2732	NEUTRAL	3.2200942
2733	ENTAILMENT	4.269754
2736	NEUTRAL	4.21079
2737	NEUTRAL	4.0639358
2740	NEUTRAL	4.23383
2742	ENTAILMENT	3.942226
2743	NEUTRAL	3.5512576
2745	NEUTRAL	3.7194643
2746	ENTAILMENT	4.018714
2747	NEUTRAL	3.42965
2749	NEUTRAL	3.7036033
2750	NEUTRAL	3.8700504
2753	NEUTRAL	4.001116
2759	NEUTRAL	2.705186
2760	ENTAILMENT	3.9389548
2762	NEUTRAL	3.713132
2767	NEUTRAL	3.4869485
2769	ENTAILMENT	3.8832507
2771	NEUTRAL	3.8239532
2773	NEUTRAL	4.0057836
2780	NEUTRAL	3.9966617
2781	NEUTRAL	4.1396236
2782	ENTAILMENT	3.969594
2785	CONTRADICTION	4.068292
2786	CONTRADICTION	4.0878735
2790	CONTRADICTION	3.7833295
2793	NEUTRAL	2.122531
2794	CONTRADICTION	3.1704693
2796	CONTRADICTION	4.0036993
2798	NEUTRAL	4.166688
2801	NEUTRAL	4.143688
2804	NEUTRAL	3.2268114
2805	NEUTRAL	2.2495444
2806	ENTAILMENT	3.5409594
2808	NEUTRAL	4.2198424
2810	NEUTRAL	4.018483
2814	NEUTRAL	3.809905
2816	NEUTRAL	3.7670937
2819	NEUTRAL	3.7792792
2820	NEUTRAL	3.821546
2823	ENTAILMENT	3.595583
2824	CONTRADICTION	3.7120028
2825	NEUTRAL	4.035435
2826	NEUTRAL	3.8772368
2830	NEUTRAL	4.1634703
2831	NEUTRAL	4.004897
2832	NEUTRAL	4.093087
2833	NEUTRAL	4.0507154
2834	ENTAILMENT	4.065057
2835	NEUTRAL	4.167195
2836	NEUTRAL	4.265434
2840	NEUTRAL	4.2451816
2841	NEUTRAL	3.8311691
2843	CONTRADICTION	3.5324974
2846	CONTRADICTION	3.928875
2847	NEUTRAL	4.069224
2848	NEUTRAL	4.1269927
2849	NEUTRAL	2.840889
2852	CONTRADICTION	2.5187497
2855	NEUTRAL	4.0571175
2858	NEUTRAL	4.033352
2859	NEUTRAL	3.8644185
2866	NEUTRAL	3.4622054
2869	NEUTRAL	3.8787632
2871	ENTAILMENT	4.06553
2872	NEUTRAL	4.2612104
2873	CONTRADICTION	4.0541925
2876	NEUTRAL	4.278532
2877	NEUTRAL	4.134733
2878	ENTAILMENT	4.2836804
2880	NEUTRAL	4.2560444
2882	NEUTRAL	3.6587348
2884	CONTRADICTION	4.1901116
2885	NEUTRAL	4.277465
2887	NEUTRAL	4.2552977
2888	NEUTRAL	4.023188
2889	NEUTRAL	4.134777
2892	NEUTRAL	4.0101666
2893	NEUTRAL	3.9063334
2895	NEUTRAL	4.06385
2897	NEUTRAL	3.7898803
2901	ENTAILMENT	4.1450295
2902	ENTAILMENT	2.8006034
2904	NEUTRAL	3.9979763
2906	ENTAILMENT	3.090135
2912	NEUTRAL	3.1868832
2914	NEUTRAL	3.7588792
2921	NEUTRAL	3.3486557
2922	NEUTRAL	3.2938719
2923	CONTRADICTION	3.4764209
2925	NEUTRAL	3.4718516
2928	NEUTRAL	3.953536
2929	CONTRADICTION	4.1302915
2931	NEUTRAL	3.5516753
2934	NEUTRAL	3.225891
2940	NEUTRAL	4.002591
2942	NEUTRAL	3.9793873
2944	NEUTRAL	3.922019
2946	NEUTRAL	3.8920245
2947	NEUTRAL	3.9053378
2948	NEUTRAL	4.1777606
2949	CONTRADICTION	3.8549461
2950	NEUTRAL	4.0996623
2953	NEUTRAL	4.1232896
2954	NEUTRAL	4.0894346
2962	NEUTRAL	3.9296622
2963	NEUTRAL	4.1183457
2973	NEUTRAL	4.031127
2975	NEUTRAL	4.115251
2978	NEUTRAL	4.1422
2979	CONTRADICTION	4.0704794
2982	ENTAILMENT	4.141256
2985	ENTAILMENT	4.1533823
2986	NEUTRAL	4.2379575
2987	NEUTRAL	4.212229
2990	ENTAILMENT	4.156917
2991	ENTAILMENT	3.802095
2993	NEUTRAL	4.2091665
2999	NEUTRAL	4.2871757
3000	CONTRADICTION	4.162716
3001	NEUTRAL	4.2977414
3003	NEUTRAL	4.278472
3004	NEUTRAL	3.9401188
3006	CONTRADICTION	4.1230907
3008	NEUTRAL	4.1212664
3009	NEUTRAL	4.0004325
3011	ENTAILMENT	4.1894603
3012	NEUTRAL	4.14217
3013	CONTRADICTION	3.4190912
3017	NEUTRAL	3.944963
3020	NEUTRAL	3.9749193
3021	NEUTRAL	3.926807
3023	NEUTRAL	3.905078
3025	NEUTRAL	4.0566688
3026	NEUTRAL	3.9144545
3028	NEUTRAL	3.7013555
3029	NEUTRAL	2.9002237
3030	NEUTRAL	3.582766
3032	NEUTRAL	2.8033156
3034	ENTAILMENT	4.139162
3035	NEUTRAL	4.123973
3037	CONTRADICTION	4.17382
3040	NEUTRAL	4.1356816
3044	NEUTRAL	4.0617948
3045	NEUTRAL	4.009798
3048	NEUTRAL	3.563929
3051	NEUTRAL	4.045631
3052	CONTRADICTION	3.9002647
3053	NEUTRAL	4.0504594
3055	NEUTRAL	4.1080976
3056	NEUTRAL	3.7079635
3057	NEUTRAL	3.9948878
3058	CONTRADICTION	3.8635764
3060	NEUTRAL	3.2328782
3063	NEUTRAL	4.2338414
3064	CONTRADICTION	4.0782
3066	NEUTRAL	3.8954964
3067	NEUTRAL	3.8643594
3070	NEUTRAL	3.8677826
3074	NEUTRAL	3.909985
3075	NEUTRAL	3.9678493
3076	NEUTRAL	4.146977
3077	ENTAILMENT	3.572443
3078	CONTRADICTION	3.8301067
3080	NEUTRAL	3.9683495
3082	ENTAILMENT	3.966425
3083	CONTRADICTION	3.9913034
3084	NEUTRAL	4.051898
3086	NEUTRAL	3.5806339
3087	NEUTRAL	3.9558372
3088	NEUTRAL	3.975696
3089	NEUTRAL	3.9975977
3090	NEUTRAL	3.2299018
3093	NEUTRAL	3.6890464
3095	NEUTRAL	3.60602
3096	NEUTRAL	3.6551633
3099	ENTAILMENT	4.0523057
3101	NEUTRAL	3.998949
3103	NEUTRAL	4.16214
3104	NEUTRAL	3.3253264
3106	CONTRADICTION	3.7682986
3108	NEUTRAL	4.162756
3109	NEUTRAL	4.012225
3112	NEUTRAL	1.8793043
3113	NEUTRAL	3.8751278
3115	NEUTRAL	3.0713544
3116	CONTRADICTION	2.4510512
3117	NEUTRAL	2.9236069
3118	NEUTRAL	3.9446669
3119	NEUTRAL	4.0509744
3120	NEUTRAL	4.0297384
3124	NEUTRAL	3.774932
3125	NEUTRAL	3.8822656
3127	ENTAILMENT	4.0808225
3128	NEUTRAL	4.04689
3131	NEUTRAL	2.0922208
3133	NEUTRAL	1.6226931
3135	NEUTRAL	1.373395
3136	NEUTRAL	4.1062455
3137	CONTRADICTION	3.926453
3138	NEUTRAL	3.978166
3139	ENTAILMENT	3.9410324
3141	NEUTRAL	3.9181461
3142	NEUTRAL	3.1128628
3144	CONTRADICTION	4.004919
3145	NEUTRAL	3.9729743
3146	NEUTRAL	3.9180646
3147	NEUTRAL	4.15189
3148	NEUTRAL	3.9542608
3149	NEUTRAL	4.059329
3151	NEUTRAL	4.157287
3152	NEUTRAL	4.060279
3154	NEUTRAL	4.184722
3155	NEUTRAL	4.1410794
3159	CONTRADICTION	4.1950526
3160	NEUTRAL	4.148879
3163	NEUTRAL	3.9018006
3167	ENTAILMENT	4.3123055
3168	NEUTRAL	4.159873
3169	NEUTRAL	4.2061057
3171	NEUTRAL	4.2812204
3172	CONTRADICTION	4.314478
3173	NEUTRAL	4.3110285
3175	ENTAILMENT	4.318375
3176	NEUTRAL	3.8893275
3177	NEUTRAL	3.8269558
3178	NEUTRAL	4.0136676
3179	NEUTRAL	3.918676
3180	NEUTRAL	3.933443
3183	NEUTRAL	4.023587
3184	NEUTRAL	4.0213904
3185	NEUTRAL	4.0777645
3189	NEUTRAL	2.8708978
3190	NEUTRAL	2.4200149
3191	NEUTRAL	3.422995
3193	NEUTRAL	3.4682426
3194	NEUTRAL	3.9979472
3195	NEUTRAL	3.9897118
3196	NEUTRAL	3.9557161
3197	CONTRADICTION	3.9331417
3198	NEUTRAL	3.9453878
3199	NEUTRAL	3.9337463
3204	NEUTRAL	3.8069
3205	NEUTRAL	3.888382
3206	CONTRADICTION	3.9053693
3207	NEUTRAL	3.0192876
3209	NEUTRAL	3.041747
3210	ENTAILMENT	2.1576834
3211	NEUTRAL	2.467013
3212	NEUTRAL	4.127902
3215	CONTRADICTION	4.213152
3216	ENTAILMENT	3.683765
3219	ENTAILMENT	4.1341815
3220	NEUTRAL	4.207753
3225	NEUTRAL	3.995049
3226	NEUTRAL	4.105277
3229	NEUTRAL	4.1200128
3231	NEUTRAL	4.162421
3233	NEUTRAL	3.9822798
3234	NEUTRAL	3.797154
3235	NEUTRAL	3.8292022
3236	NEUTRAL	4.1251144
3237	CONTRADICTION	4.13156
3239	NEUTRAL	4.1754675
3240	CONTRADICTION	4.1446247
3241	NEUTRAL	4.1853075
3244	NEUTRAL	4.150274
3245	NEUTRAL	4.1405635
3246	NEUTRAL	4.1361785
3247	ENTAILMENT	4.0924034
3249	NEUTRAL	4.0174117
3251	NEUTRAL	3.9648542
3259	NEUTRAL	4.319975
3263	ENTAILMENT	4.1808968
3266	ENTAILMENT	3.861714
3267	NEUTRAL	3.9915004
3268	CONTRADICTION	3.9724793
3269	CONTRADICTION	4.0341473
3270	ENTAILMENT	3.420514
3276	ENTAILMENT	4.0608516
3279	NEUTRAL	4.0801935
3282	NEUTRAL	3.392295
3284	NEUTRAL	3.9157534
3289	NEUTRAL	3.073207
3290	NEUTRAL	3.966219
3293	NEUTRAL	2.4304042
3295	NEUTRAL	3.8834314
3296	NEUTRAL	3.7554612
3297	NEUTRAL	3.942502
3300	NEUTRAL	3.896655
3301	NEUTRAL	3.4710064
3302	NEUTRAL	4.068566
3305	NEUTRAL	4.027538
3306	NEUTRAL	4.2053804
3307	NEUTRAL	3.8491511
3308	ENTAILMENT	3.937965
3309	NEUTRAL	3.8482423
3310	NEUTRAL	4.0100427
3312	NEUTRAL	4.126529
3315	NEUTRAL	3.2299452
3317	NEUTRAL	3.0206013
3318	ENTAILMENT	3.4314737
3320	NEUTRAL	3.5709379
3323	NEUTRAL	3.8111892
3326	NEUTRAL	3.9305487
3328	NEUTRAL	4.046694
3331	NEUTRAL	3.9263206
